batch_id,artifact_id,artifact_ordinal,source_artifact_id,source_type,source_path,review_summary,reviewer,reviewed_at,usefulness_score,correctness_score,novelty_score,time_saved_score,average_score,reviewer_notes,final_classification,authority_boundary_pass,material_issue_count,recommended_follow_up,human_review_status,score_source
research_adversary_human_review_batch_001,reports/atlas_v2_research_os/research_adversary_corpus/reviews/141_hypothesis_hypothesis_041/research_adversary_review.json,141,obs_claim_80082cde8834108c,hypothesis,reports/atlas_v2_research_os/research_adversary_corpus/source_inputs/hypotheses/hypothesis_041.json,reports/atlas_v2_research_os/research_adversary_corpus/reviews/141_hypothesis_hypothesis_041/research_adversary_review_summary.md,,,,,,,,,,true,,,PENDING_HUMAN_REVIEW,UNSCORED_HUMAN_REQUIRED
research_adversary_human_review_batch_001,reports/atlas_v2_research_os/research_adversary_corpus/reviews/142_hypothesis_hypothesis_042/research_adversary_review.json,142,obs_claim_1e18d24e9d113f37,hypothesis,reports/atlas_v2_research_os/research_adversary_corpus/source_inputs/hypotheses/hypothesis_042.json,reports/atlas_v2_research_os/research_adversary_corpus/reviews/142_hypothesis_hypothesis_042/research_adversary_review_summary.md,,,,,,,,,,true,,,PENDING_HUMAN_REVIEW,UNSCORED_HUMAN_REQUIRED
research_adversary_human_review_batch_001,reports/atlas_v2_research_os/research_adversary_corpus/reviews/143_hypothesis_hypothesis_043/research_adversary_review.json,143,obs_claim_03c8e5a0eee7b89b,hypothesis,reports/atlas_v2_research_os/research_adversary_corpus/source_inputs/hypotheses/hypothesis_043.json,reports/atlas_v2_research_os/research_adversary_corpus/reviews/143_hypothesis_hypothesis_043/research_adversary_review_summary.md,,,,,,,,,,true,,,PENDING_HUMAN_REVIEW,UNSCORED_HUMAN_REQUIRED
research_adversary_human_review_batch_001,reports/atlas_v2_research_os/research_adversary_corpus/reviews/144_hypothesis_hypothesis_044/research_adversary_review.json,144,obs_claim_c9c105aa2ba0e489,hypothesis,reports/atlas_v2_research_os/research_adversary_corpus/source_inputs/hypotheses/hypothesis_044.json,reports/atlas_v2_research_os/research_adversary_corpus/reviews/144_hypothesis_hypothesis_044/research_adversary_review_summary.md,,,,,,,,,,true,,,PENDING_HUMAN_REVIEW,UNSCORED_HUMAN_REQUIRED
research_adversary_human_review_batch_001,reports/atlas_v2_research_os/research_adversary_corpus/reviews/145_hypothesis_hypothesis_045/research_adversary_review.json,145,obs_claim_ff6bbf94da516c0f,hypothesis,reports/atlas_v2_research_os/research_adversary_corpus/source_inputs/hypotheses/hypothesis_045.json,reports/atlas_v2_research_os/research_adversary_corpus/reviews/145_hypothesis_hypothesis_045/research_adversary_review_summary.md,,,,,,,,,,true,,,PENDING_HUMAN_REVIEW,UNSCORED_HUMAN_REQUIRED
research_adversary_human_review_batch_001,reports/atlas_v2_research_os/research_adversary_corpus/reviews/146_hypothesis_hypothesis_046/research_adversary_review.json,146,obs_claim_f4882a85adc690e4,hypothesis,reports/atlas_v2_research_os/research_adversary_corpus/source_inputs/hypotheses/hypothesis_046.json,reports/atlas_v2_research_os/research_adversary_corpus/reviews/146_hypothesis_hypothesis_046/research_adversary_review_summary.md,,,,,,,,,,true,,,PENDING_HUMAN_REVIEW,UNSCORED_HUMAN_REQUIRED
research_adversary_human_review_batch_001,reports/atlas_v2_research_os/research_adversary_corpus/reviews/147_hypothesis_hypothesis_047/research_adversary_review.json,147,obs_claim_cefbced428b88f3a,hypothesis,reports/atlas_v2_research_os/research_adversary_corpus/source_inputs/hypotheses/hypothesis_047.json,reports/atlas_v2_research_os/research_adversary_corpus/reviews/147_hypothesis_hypothesis_047/research_adversary_review_summary.md,,,,,,,,,,true,,,PENDING_HUMAN_REVIEW,UNSCORED_HUMAN_REQUIRED
research_adversary_human_review_batch_001,reports/atlas_v2_research_os/research_adversary_corpus/reviews/148_hypothesis_hypothesis_048/research_adversary_review.json,148,obs_claim_77c64e69f079360f,hypothesis,reports/atlas_v2_research_os/research_adversary_corpus/source_inputs/hypotheses/hypothesis_048.json,reports/atlas_v2_research_os/research_adversary_corpus/reviews/148_hypothesis_hypothesis_048/research_adversary_review_summary.md,,,,,,,,,,true,,,PENDING_HUMAN_REVIEW,UNSCORED_HUMAN_REQUIRED
research_adversary_human_review_batch_001,reports/atlas_v2_research_os/research_adversary_corpus/reviews/149_hypothesis_hypothesis_049/research_adversary_review.json,149,obs_claim_5786cc094c680f30,hypothesis,reports/atlas_v2_research_os/research_adversary_corpus/source_inputs/hypotheses/hypothesis_049.json,reports/atlas_v2_research_os/research_adversary_corpus/reviews/149_hypothesis_hypothesis_049/research_adversary_review_summary.md,,,,,,,,,,true,,,PENDING_HUMAN_REVIEW,UNSCORED_HUMAN_REQUIRED
research_adversary_human_review_batch_001,reports/atlas_v2_research_os/research_adversary_corpus/reviews/150_hypothesis_hypothesis_050/research_adversary_review.json,150,obs_claim_35e81edc4a257470,hypothesis,reports/atlas_v2_research_os/research_adversary_corpus/source_inputs/hypotheses/hypothesis_050.json,reports/atlas_v2_research_os/research_adversary_corpus/reviews/150_hypothesis_hypothesis_050/research_adversary_review_summary.md,,,,,,,,,,true,,,PENDING_HUMAN_REVIEW,UNSCORED_HUMAN_REQUIRED
